region,site ID,Site name,Operator,,  Is site properly fenced and locked?,,stopped by security and identification checked,,visitor log maintained,,Is there a site emergency contact list?,, Are  signs   posted as required?,,Is security fences  intact and locks operational?,,Are there  signs of soil erosion that may weaken tower and anchor bases ?,,Is the  site  well cleaned and maintained?,,Has any  spillage taken place? ,,Is the concrete that is visible in overall good condition?(tower stubs and foundations),,Is the concrete that is visible in overall good condition? (all equipment plinths),,Is there grout  applied to the tower base?,,Are there any signs of rust or corrosion on anchor bolts?,,Are any of the nuts missing  on the HD bolts?,,Are the  RF exposure signs  mounted to the tower?,,Is tower painting  in overall good condition?,,Are there any rusted or missing members?,,Are there any missing bolts and nuts?,,Are navigation lights installed and in working order?,,Is climbing ladder installed and in good condition?,,Is safety cage installed and in good condition?,,Is  the tower level and plumb?,,Is there a visible twist in the tower?,,Is it close to the nearest inhabited building?,,Is there a lightning spike fitted to the top of tower all earth connections terminated?,,Is there  space available on ladder to accommodate additional feeder cables?,, Climbing ladder installed and in good condition?,,Is there space available to fit additional RF or MW antennas?,, Is there a shelter or brick enclosures?,,Is the shelter or brick enclosure  in  good condition?,,Have all earthing connections been terminated?,, Is there any intrusion system fitted?,,Are there traces of acid on the UPS battery and rectifier installation?,,Is the UPS batter array maintained on a regular basis?,,Are  RF cables secured properly in cable tray/ladder?,,Is the overall condition of feeder cables and waterproofing  good ?,,Are there any unused cables?,,Do you not any cables that have not been terminated?,,Is there fire alarm present?,,Is there an  intrusion alarm installed?,,Is there generator installed on site?,,Is the overall condition of the generatorand fuel tank/piping acceptable?,,Are the power cables in  good condition?,,Are the  cables properly insulated and terminated?,,Are the  appriporiate ECG meters installed on site?,,
7,3025,Akuse VRA,YILO-KROBO-OSUDOKU,vodafone,no,DSC00979,no,NULL,no,NULL,yes,,yes,,yes,,yes,NULL,no,NULL,no,,yes,,yes,,yes,,no,,no,,yes,,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,DSC00971,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,YES,NULL,YES,,yes,,yes,,no,,no,,YES,,YES,,yes,,yes,,yes,,yes,,YES,,
7,,AKUSE VRT,YILO-KROBO-OSUDOKU,vodafone,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,yes,,yes,,no,,no,,no,,yes,,yes,,no,,no,,no,,yes,,no,,YES,,no,,YES,,yes,,yes,,,,yes,,yes,,yes,,yes,,yes,,YES,,YES,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,,AKWAPIM MAMPONG,Akuapim North,MTN/AIRTEL,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,YES ,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
7,,Akwatia,KADE-AKWATIA,Tigo,yes,,no,,yes,,no,,no,,yes,,no,,yes,,yes,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,no,,yes,,yes,,YES,,yes,,YES,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,847,Akwatia,KADE-AKWATIA,MTN,yes,,no,,yes,,no,,no,,yes,,no,,yes,,no,,yes,,yes,,no,,no,,no,,no,,yes,,no,,no,,no,,yes,,yes,,YES,,no,,YES,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,,AKWATIA,KADE-AKWATIA,TIGO/AIRTEL,YES,,NO,,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES ,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
7,,Akyem Asafo,WEST AKYEM,Expresso,yes,,no,NULL,no,NULL,no,cs2473_ct0003_se0003_SDC12833,no,NULL,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,SDC12828,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,SDC12842,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,,N/A,,N/A,,yes,,yes,,no,,no,,yes,,yes,,yes,,no,,yes,,yes,,YES,,
7,,AKYEM NEWMONT,BIRIM NORTH,VODAFONE/MTN,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES ,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
7,,akyem swedru,WEST AKYEM,expresso,yes,,yes,,yes,,no,cs2476_ct0002_se0007_DSC01424,no,NULL,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,cs2476_ct0003_se0003_DSC01423,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,,YES,NULL,YES,,yes,,yes,,no,,no,,YES,,YES,,yes,,yes,,yes,,yes,,YES,,
4,BR1974,AMAASU,DORMAA,MTN,YES,,NO,,NO,NULL,YES,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,NO,NULL,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN3230.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,YES,NULL,YES,,YES,,YES,,NO,,NO,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
4,1884,AMAASU TIGO,DORMAA,TIGO,YES,,NO,,NO,NULL,NO,DSCN3116.JPG,NO,DSCN3116.JPG,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,NULL,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN3116.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,,YES,,YES,,YES,,YES,,YES,NULL,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
4,BAB 2095,AMAASU VODAFONE,DORMAA,VODAFONE,YES,,NO,,NO,NULL,NO,DSCN3179.JPG,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,NULL,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN3173.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,
4,,AMAMTIN,ATEBUBU-AMANTIN,EXPRESSO,YES,,YES,,YES,,NO,,NO,,YES,,N O,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
4,926,AMANTIN,ATEBUBU-AMANTIN,MTN,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,,,
4,,AMANTIN,ATEBUBU-AMANTIN,TIGO/VODAFONE,YES,,,,,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,yes,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,GHO251,AMASU,DORMAA,AIRTEL,NO,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
5,699,AMEDZOPE,HO,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,AMEDZOPE,HO,VODAFONE/TIGO,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,699,AMEDZOPE(MTN),HO,MTN,YES,,NO,,NO,,NO,,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN2090.JPG,YES,,YES,,YES,,YES,,YES,,NO,DSCN2089.JPG,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,AMEDZOPE(VODAFONE&TIGO),HO,VODAFONE/TIGO,NO,null,NO,,NO,,NO,,NO,null,NO,null,NO,,NO,,NO,,NO,DSCN2050.JPG,NO,DSCN2050.JPG,NO,DSCN2050.JPG,NO,,NO,,NO,null,NO,DSCN2033.JPG,YES,NULL,NO,,NO,DSCN2057.JPG,YES,,YES,,YES,,NO,,YES,DSCN2056.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
4,2915,AMOMASO,BEREKUM,MTN,YES,,NO,,NO,NULL,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN6017.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,,yes,,YES,,YES,,NO,,NO,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
8,WEB 7023,AMOYA,JUABESO,Vodafone,yes,,no,null,no,null,yes,,yes,,yes,,no,,yes,,no,,yes,,yes,,no,null,no,,no,,yes,,no,null,no,,no,,yes,,yes,,no,cs3749_null_null_1351937605405,yes,,no,,yes,null,yes,,yes,,yes,,no,null,yes,,yes,,yes,,no,null,NO,,YES,,yes,,yes,,no,,no,,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
8,,Anaji,Sekondi Takoradi Metropolitan,TIGO,,,YES,,NO,null,NO,cs3779_ct0003_se0020_1350229818998,NO,cs3779_ct0003_se0020_1350229818998,NO,null,NO,,NO,null,NO,,YES,,YES,,NO,null,NO,,NO,,NO,cs3779_ct0003_se0020_1350229818998,YES,,NO,,NO,,NO,cs3749_null_null_1351937799924,YES,,NO,null,NO,null,YES,null,YES,cs3749_null_null_1351937960178,NO,null,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
8,,Anaji Namibia,Sekondi Takoradi Metropolitan,TIGO,YES,,YES,,YES,,NO,null,NO,null,NO,null,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,cs3800_ct0011_se0058_1351182106133,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA,ANLO,AIRTEL,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA,KETA,VODAFONE/EXPRESSO,YES,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA,Keta Municipal,TIGO,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA 1,KETA,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA 1(MTN),KETA,MTN,YES,,NO,,NO,,NO,,NO,DSCN2854.JPG,YES,,NO,,YES,,NO,,YES,,YES,,NO,NULL,NO,,NO,,NO,NULL,NO,NULL,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN2855.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,YES,NULL,YES,,YES,,YES,,NO,,NO,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA 2,KETA,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA 2(MTN),KETA,MTN,YES,,NO,,NO,,NO,,NO,NULL,YES,,NO,,YES,,NO,,YES,,YES,,NO,NULL,NO,,NO,,NO,NULL,NO,NULL,NO,,NO,,YES,,YES,,NO,NULL,YES,,NO,,YES,DSCN2834.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,YES,NULL,YES,,YES,,YES,,NO,,NO,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA 9,KETA,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA(TIGO&AIRTEL),ANLO,AIRTEL,YES,,YES,,YES,,NO,,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,ANLOGA(TIGO&AIRTEL),Keta Municipal,TIGO,YES,,YES,,YES,,NO,,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,NO,DSCN2870.JPG,NO,,NO,,NO,NULL,NO,NULL,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN2877.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,YES,NULL,YES,,YES,,YES,,NO,,NO,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
8,,Anto Airtel,Shama,AIRTEL,yes,,no,null,no,null,yes,,yes,,yes,,no,,yes,,no,,yes,,yes,,no,null,no,,no,,yes,,yes,,no,,no,,yes,,yes,,no,null,yes,,no,,yes,cs3802_ct0011_se0058_1351177776351,yes,,yes,,yes,,yes,,no,null,no,null,yes,,no,null,NO,,YES,,yes,,yes,,no,,no,,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
8,,Anto Tigo,Shama,TIGO,yes,,no,null,no,null,no,cs3801_ct0002_se0007_1351182897093,no,cs3801_ct0002_se0007_1351182897093,no,cs3801_ct0002_se0007_1351182897093,no,,no,null,no,,yes,,yes,,no,null,no,,no,,no,cs3801_ct0002_se0007_1351182897093,no,null,no,,yes,null,yes,,no,null,yes,,no,null,no,,yes,cs3801_ct0006_se0081_1351182978950,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,null,NO,,YES,,no,null,no,null,yes,cs3801_ct0009_se0030_1351183098141,yes,cs3801_ct0009_se0002_1351183046768,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
7,1709,ANUM,SUHUM/KRABOA/COALTAR,mtn,yes,,no,,yes,,no,,no,,yes,,yes,,no,,no,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,yes,,no,,YES,,no,,YES,,yes,,yes,,,,yes,,yes,,yes,,yes,,yes,,YES,,YES,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,2871,ANUMAPAMPA,SUHUM/KRABOA/COALTAR,mtn,yes,,no,NULL,no,NULL,yes,,yes,,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,SDC10789,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,SDC10777,yes,,yes,,YES,,yes,,yes,,yes,,yes,,no,,NA,,NA,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,910,ANUMAPAPAM,SUHUM/KRABOA/COALTAR,vodafone,yes,,no,NULL,no,NULL,yes,,yes,,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,SDC12885,no,SDC12881,no,,no,,yes,,yes,,yes,,YES,,no,,YES,SDC12900,yes,,yes,,YES,,yes,,yes,,yes,,yes,,no,,NA,,NA,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,2871,ANUMAPAPAM,SUHUM/KRABOA/COALTAR,mtn,yes,,no,,no,,yes,,yes,,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,,yes,,yes,,YES,,yes,,yes,,yes,,yes,,no,,NA,,NA,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,3060,ANUN APAPAM,SUHUM/KRABOA/COALTAR,VODAFONE,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,NO,SDC10679,NO,,NO,,YES,,YES,,NO,NULL,YES,,NO,,YES,SDC10737,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES ,,YES ,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
5,,ANYAKO,KETA,MTN/VODAFONE,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
5,,ANYAKO(MTN),KETA,MTN/VODAFONE,YES,,NO,,NO,,NO,,NO,NULL,YES,,NO,,YES,,NO,,YES,,YES,,NO,NULL,NO,,NO,,YES,,YES,,NO,,NO,,NO,NULL,YES,,NO,NULL,YES,,NO,,YES,DSCN2651.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
7,834,ANYINAM,ATIWA,mtn,yes,,no,,yes,,no,,no,,no,,no,,yes,,no,,yes,,yes,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,,yes,,yes,,YES,,yes,,yes,,yes,,yes,,yes,,NA,,NA,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,,Anyinam,ATIWA,Tigo,yes,,yes,,yes,,yes,,no,,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,,Anyinam EA,ATIWA,Vodafone,yes,,yes,,yes,,yes,,no,,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,,Anyinam Old 106,ATIWA,Expresso,yes,,yes,,yes,,yes,,no,,yes,,no,,yes,,no,,yes,,yes,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,,APEDWA,EAST AKIM,VODAFONE,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,NA,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
7,1710,APEDWA,EAST AKIM,MTN,YES,,NO,,NO,,YES,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,YES,,NA,,NA,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
7,,APEDWA JUNCTION,EAST AKIM,tigo,yes,,no,,yes,,no,,no,,yes,,no,,no,,no,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,no,,yes,,yes,,YES,,no,,YES,,yes,,yes,,YES,,yes,,yes,,yes,,yes,,yes,,NA,,NA,,yes,,yes,,no,,no,,no,,no,,yes,,yes,,yes,,yes,,YES,,
7,3064,Apedwa junction,EAST AKIM,aritel,yes,,no,,no,,yes,,yes,,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,,YES,,YES,,yes,,yes,,no,,no,,YES,,YES,,yes,,yes,,yes,,yes,,YES,,
4,,APESEKA,ATEBUBU-AMANTIN,EXPRESSO,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,GH 0329,APIMANIM,AHANTA WEST,AIRTEL,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,NO,null,NO,null,NO,,NO,,YES,,YES,,YES,,YES,,YES,null,YES,cs3826_ct0006_se0081_1351010278130,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
7,1795,APIRADE,AKROPONG,MTN,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,NA,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,
8,,Apowa,AHANTA WEST,TIGO,YES,,NO,null,NO,null,NO,cs3848_ct0002_se0007_1350925082055,NO,cs3848_ct0002_se0007_1350925082055,NO,cs3848_ct0003_se0020_1350925100268,YES,null,NO,null,NO,,NO,null,YES,,NO,null,NO,,NO,,NO,cs3848_ct0002_se0007_1350925082055,NO,null,NO,,NO,,YES,,YES,,YES,,YES,,YES,null,YES,cs3848_ct0002_se0007_1350925082055,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
8,,APREMDO_OT,SHAMA AHANTA EAST,Vodafone,yes,,yes,,yes,,yes,,yes,,yes,,no,,no,null,no,,yes,,yes,,no,null,no,,no,,yes,,no,null,no,,no,,yes,,yes,,yes,,yes,,no,,yes,null,yes,,no,null,yes,,no,null,no,null,yes,,yes,,YES,,NO,,YES,,yes,,yes,,no,,no,,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
7,,Asafo,East Akim Municipal,Tigo,yes,,yes,,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,1891,ASAFO ER,East Akim Municipal,mtn,yes,,no,,yes,,no,,no,,yes,,no,,yes,,yes,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,yes,,no,,YES,,no,,YES,,yes,,yes,,,,yes,,yes,,yes,,yes,,yes,,YES,,YES,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,,ASAFO ER,East Akim Municipal,tigo/airtel,yes,,no,,yes,,no,,no,,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,,yes,,yes,,,,yes,,yes,,yes,,yes,,yes,,YES,,YES,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,
7,1792,ASAKRAKA,KWAHU SOUTH,MTN,yes,,no,NULL,no,NULL,no,SDC11785,no,NULL,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,SDC11790,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,SDC11781,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,no,,no,,no,,yes,,yes,,yes,,yes,,YES,,
